pubblicata_da;anno_rif;cup;cup_master;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;codice_natura_opera;natura_opera;tipologia_opera_incompiuta;codice_tipologia_cup;tipologia_cup;localizz_cod_istat;localizz_cod_nuts;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;settore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_necesari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria_statale;copertura_finanziaria_regionale;copertura_finanziaria_provinciale;copertura_finanziaria_comunale;altra_copertura_finanziaria_pubblica;copertura_finanziaria_privata;comunitaria;mancanza_fondi;cause_tecniche;soprav_nuove_norme_tec_disp_legge;fallim_liq_coatta_e_conc_prev;mancato_interesse_al_compl;opera_fruibile_dalla_collettivita;possibile_uso_ridim;destinazione_uso_alternativa;sentito_demanio;destinazione_uso_opera;opera_inserita_in_infrastruttura_rete;incomp_costituisce_discont_rete;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;struttura_unica;tipo_indirizzo;indirizzo;strumento_programmazione;descrizionestrumento_programmazione;altre_informazioni;livello_sviluppo;utilita_per_collettivita;id_trasm_elenco;lat;lon
Regione Sardegna;2016;E51D06000000006;;Regionale;Comune di Castelsardo;80005630902;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;20090023;ITG25;Regionale;SISTEMA DI ACCESSO PEDONALE MECCANIZZATO AL CENTRO STORICO;SISTEMA DI ACCESSO PEDONALE MECCANIZZATO AL CENTRO STORICO mediante la realizzazione di impianti meccanici di risalita che consentano di raggiungere il livello dei parcheggi siti in localit� Manganella e nella via Rinascita che porta al Centro Storico;Ml;51;1;5;TRASPORTO URBANO;999;ALTRI TRASPORTI URBANI;45234210-1;No;621.000,00;33.812.684,00;8.825.372,00;Si;24.987.302,00;1501;;;621;621;;Si;;Si;;;;No;No;No;Si;No;No;No;;;In progetto per l'opera;No;;2006;25/09/2006;;;No;;;99;Strumenti di programmazione locale - Programma triennale OOPP - RAS Ass. EELL Servizi centri storici Finanz. LR 29/98;Strumenti di programmazione locale - Programma triennale OOPP - RAS Ass. EELL Servizi centri storici Finanz. LR 29/98;Art.4 c. 2 Lett. g);;8,00E+45;408.931.012.543.223;871.912.770.842.671
Regione Sardegna;2016;H64B04000130006;;Regionale;comune di nuoro;53070918;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;20091051;ITG26;Regionale;Costruzione del Palazzo dello Sport;Nuova costruzione PALAZZO DELLO SPORT;Mq;5.044,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45200000-9;No;42.142.883,00;339.499.837,00;50.224.493,00;No;;1479;N;;401.442,00;401.442,00;;Si;;Si;;;;;Si;Si;;Si;No;No;da valutare;;Alternativa per l'opera;No;;2004;18/11/2013;;PALAZZO DELLO SPORT;No;;VIA LOC. SA TANCA 'E S'ENA;99;STRUMENTO DI PROGRAMMAZIONE LOCALE;;Art.4 c. 2 Lett. g);;5,30709E+14;403.394.507.345.179;929.955.269.915.351
Regione Sardegna;2016;J32E05000060001;;Regionale;AZIENDA REGIONALE PER L'EDILIZIA ABITATIVA;3077790925;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;3;RECUPERO;20095049;;Regionale;Recupero edilizio di n. 6 fabbricati in via Angioy e via de Sa Boveda nel Comune di Santu Lussurgiu per complessivi 7 alloggi e n. 5 unit� immobiliari a destinazione diversa;RECUPERO DI N. 6 FABBRICATI NEL COMUNE DI SANTU LUSSURGIU;Mc;2.740,00;5;10;ABITATIVE;999;ALTRE OPERE DI EDILIZIA ABITATIVA;;No;71.060.563,00;49.883.376,00;151.120,00;Si;650.000,00;1315;N;;7106;7106;Si;;;;;;;;;;Si;;No;No;;;In progetto per l'opera;No;;2005;19/07/2011;;EDILIZIA;No;;VIA GI? MARIA ANGIOIJ E VIA SA BOVEDA;0;;;Art.4 c. 2 Lett. g);;3,08E+42;40.158.296.380.627;866.613.476.089.973
Regione Sardegna;2016;B73J07000040002;;Regionale;Comune di San Sperate;1423040920;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;58;AMPLIAMENTO;20092059;ITG27;Regionale;LAVORI DI COMPLETAMENTOPARCO URBANO PIXINORTU;COMPLETAMENTO DEI LAVORI DI REALIZZAZIONE TEATRO CHIOSCO E PERCORSI VARI ALL'INTERNO DEL PARCO.;Mq;121.053,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;45400000-1;No;5.119.924,00;3.641.243,00;2.120.288,00;Si;130.000,00;1274;N;;51;51;;Si;;;;;;No;No;No;Si;No;No;Si;;;In progetto per l'opera;No;;2007;09/07/2007;;LAVORI DI COMPLETAMENTO PARCO URBANO PIXINORTU;No;;VIA PIXINORTU;0;;;Art.4 c. 2 Lett. g);;1,42E+42;393.525.204.060.887;901.361.260.756.985
Regione Sardegna;2016;E49G05000080006;;Regionale;Abbanoa Spa;2934390929;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;7;MANUTENZIONE STRAORDINARIA;20091085;;Regionale;Adeguamento schema fognario depurativo n� 113 - Siniscola (La Caletta). ID 2005-1109;ADEGUAMENTO;nu;9.411,00;2;15;RISORSE IDRICHE;999;ALTRE OPERE PER L'UTILIZZO DELLE RISORSE IDRICHE;45232431-2;No;1.000.000,00;115.742.585,00;27.980.937,00;Si;1.250.000,00;1162;N;;1.300,00;1.300,00;;;;;;;Si;;;;Si;;No;No;;;In progetto per l'opera;Si;No;2005;05/11/2007;;SCHEMA FOGNARIO DEPURATIVO N?113;No;;VIA SINISCOLA  LA CALETTA;99;Ciclo Integrato dell'Acqua;P.O.R. SARDEGNA 2000/2006  ;;;;;
"POT 2005/2007""";Art.4 c. 2 Lett. g);;2,93E+42;405.416.692.123.944;971.642.969.492.338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Regione Sardegna;2016;H67E04000130002;;Regionale;comune di nuoro;53070918;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;20091051;ITG26;Regionale;RISTRUTTURAZIONE LOCALI COMUNALI IN LOC. BADU 'E CARROS PER USO SEDE UNIVERSITA';RISTRUTTURAZIONE LOCALI COMUNALI per la realizzazione di una sede universitaria;na;10;5;8;SOCIALI E SCOLASTICHE;85;EDILIZIA UNIVERSITARIA;45200000-9;No;10.329.138,00;86.150.314,00;6.001.062,00;No;;697;N;;103.291,00;103.291,00;;Si;;;;;;;;;Si;Si;No;No;da individuare;;Alternativa per l'opera;No;;2004;18/11/2013;;SEDE UNIVERIST�;No;;VIA LOC. BADU 'E CARROS;99;strumento di programmazione locale;;Art.4 c. 2 Lett. g);;5,30709E+14;403.394.507.345.179;929.955.269.915.351
Regione Sardegna;2016;I54B92000000003;;Regionale;Comune di Arborea;80004550952;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione ultimati non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;20095006;ITG28;Regionale;Realizzazione di un autodromo per gare di formula 3 kart e moto;REALIZZAZIONE DI UN AUTODROMO PER GARE DI FORMULA 3 KART E MOTO;Mq;800.000,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;;No;16.640.241,00;13.736.455,00;764.746,00;No;;557;N;;1.405.339,00;131.696,00;;Si;Si;;;Si;;Si;Si;Si;No;No;No;No;;;In progetto per l'opera;No;;1992;24/07/2013;;AUTODROMO PER GARE DI FORMULA 3 KART E MOTO;No;;LOCALIT? ARRIU;0;;;Art.4 c. 2 Lett. g);;8,00E+45;397.719.867.094.893;857.566.260.880.884
Regione Sardegna;2016;J19C10000230002;;Regionale;AZIENDA REGIONALE PER L'EDILIZIA ABITATIVA;3077790925;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;20091001;ITG26;Regionale;COSTRUZIONE DI NUMERO CINQUE ALLOGGI DI ERP*LOCALITA' GIDILAU* ARITZO;COSTRUZIONE DI NUMERO CINQUE ALLOGGI ARITZO;Mc;1.750,00;5;10;ABITATIVE;999;ALTRE OPERE DI EDILIZIA ABITATIVA;;No;590.000,00;590.000,00;59.000,00;Si;531.000,00;526;N;;590;590;;Si;;;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2010;03/11/2010;;COSTRUZIONE DI NUMERO CINQUE ALLOGGI DI ERP;No;;LOCALITA' GIDILAU;99;PROGRAMMA STRAORDINARIO REGIONE AUTONOMA SARDEGNA  DECRETO ASSESSORE LL.PP. N.55 DEL 19.12.2002 E L. 179/92;;Art.4 c. 2 Lett. g);;3,08E+42;399.399.474.015.388;920.305.441.140.965
Regione Siciliana;2016;H27B92000000002;;Regionale;Comune di Pantelleria;247990815;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione ultimati non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;19081014;ITG11;Regionale;Comune di PANTELLERIA - Lavori di costruzione bagni di cura saunistica in localit� Bagno Asciutto.-;LAVORI DI COSTRUZIONE BAGNI DI CURA SAUNISTICA IN LOCALIT? BAGNO ASCIUTTO;Mc;1;5;12;SPORT SPETTACOLO E TEMPO LIBERO;999;ALTRE STRUTTURE RICREATIVE;;No;54.227.979,00;37.781.314,00;37.781.314,00;;;100;N;;54228;54228;;Si;;;;;;;;Si;;;No;No;;;In progetto per l'opera;No;;1992;24/07/2015;;LAVORI DI COSTRUZIONE BAGNI DI CURA SAUNISTICA IN LOCALIT? BAGNO ASCIUTTO;No;;VIA KAZEN;0;;;Art.4 c. 2 Lett. a);;2,48E+39;367.873.448.969.634;119.945.169.830.812
Regione Sardegna;2016;G47J07000080006;;Regionale;Comune di Mores;1822380901;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;20090042;ITG25;Regionale;AREA INSEDIAMENTI PRODUTTIVI IN LOCALITA' PERTUSA-LOC. PERTUSA-REALIZZAZIONE URBANIZZAZIONI PRIMARIE NEL PIANO PER GLI INSEDIAMENTI PRODUTTIVI;REALIZZAZIONE URBANIZZAZIONI PRIMARIE NEL PIANO PER GLI INSEDIAMENTI PRODUTTIVI;Mq;20.000,00;4;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;144;INFRASTRUTTURE CIVILI PER AREE INDUSTRIALI;;No;530.000,00;29.230.698,00;2.135.742,00;Si;17.300.609,00;459;N;;530;530;;Si;;Si;;;;Si;Si;No;No;No;No;No;;;In progetto per l'opera;No;;2007;17/10/2008;;AREA INSEDIAMENTI PRODUTTIVI IN LOCALIT? PERTUSA;No;;LOC. PERTUSA;99;Programma PIP 2007;DGR 22/30 DEL 07/06/2007 - DIRETTIVE REGIONALI SULLE SOVVENZIONI A FAVORE DEGLI ENTI LOCALI PER LA REALIZZAZIONE DEI PIANI PER GLI INSEDIAMENTI PRODUTTIVI (PIP);Art.4 c. 2 Lett. g);;1,82E+42;405.566.137.336.841;884.612.670.858.602
Regione Sardegna;2016;G89H02000010002;;Regionale;Consorzio di Bonifica dell'Oristanese;90022600952;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;4;RISTRUTTURAZIONE;20095027;ITG28;Regionale;Sistemazione idraulica rio Mulinu de Josso-Milis e completamento sistemazione rio Mulinu de Josso - Milis;REALIZZAZIONE DI BRIGLIA FLUVIALE IN CALCESTRUZZO;Mc;22.887.958,00;2;11;OPERE DI PROTEZIONE VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;999;ALTRE OPERE DI PROTEZIONE VALORIZZAZIONE E FRUIZIONE AMBIENTALE;;No;30.987.414,00;30.987.414,00;1.144.811,00;Si;19.441.724,00;227;N;;30987;30987;;Si;;;;;;No;No;No;Si;No;No;No;mantenimento dello stato attuale;;Alternativa per l'opera;No;;2002;28/04/2014;;SISTEMAZIONE IDRAULICA RIO MULINU DE JOSSO - MILIS;No;;LOC. NURAGHE SU LIVARIU;99;Provvedimento D.D.S.A.P. n. 743 del 9.10.01 e D.D. S.D.S. n. 1312 del 23.12.02 della Regione Autonoma della Sardegna;;Art.4 c. 2 Lett. g);;9,00E+45;400.484.609.749.059;864.051.357.341.421
Regione Sardegna;2016;E88F04000010006;;Regionale;Abbanoa Spa;2934390929;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;20092051;;Regionale;"Riordino e razionalizzazione rete fognaria del centro abitato: I� lotto di completamento - attivazione sistema fognario ""zona musicisti"". 2004-318";RIORDINO E RAZIONALIZZAZIONE RETE FOGNARIA 1? LOTTO DI COMPLETAMENTO -;por;304.672,00;2;15;RISORSE IDRICHE;999;ALTRE OPERE PER L'UTILIZZO DELLE RISORSE IDRICHE;45221244-4;No;3.900.000,00;356.439.224,00;30.000,00;Si;600.000,00;72;N;;3.900,00;3.900,00;;;;;;;Si;;Si;;;;No;No;;;In progetto per l'opera;Si;Si;2004;31/10/2007;;SCHEMA PRRA N?275 - RETE FOGNARIA;No;;CENTRO ABITATO QUARTU SANT'ELENA - ZONA MUSICISTI;99;CICLO INTEGRATO DELLE ACQUA;P.O.R. SARDEGNA 2000/2006 ;;;;;
"POT 2004/2006""";Art.4 c. 2 Lett. g);;2,93E+42;392.266.908.470.827;929.277.619.571.064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Regione Sardegna;2016;H81E12000130005;;Regionale;Azienda Ospedaliero Universitaria di Sassari;2268260904;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;4;RISTRUTTURAZIONE;20090064;ITG25;Regionale;LAVORI DI RISTRUTTURAZIONE E ADEGUAMENTO ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI UN REPARTO OSPEDALIERO - 6� PIANO ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"PALAZZO CLEMENTE""";LAVORI DI RISTRUTTURAZIONE E ADEGUAMENTO DI UN REPARTO OSPEDALIERO - 6? PIANO PALAZZO CLEMENTE;Mq;850;5;30;SANITARIE;111;STRUTTURE OSPEDALIERE;45454000-4;No;835.000,00;63.642.263,00;0;Si;63.642.263,00;0;N;;835;835;;;;;Si;;;Si;;;;;No;No;;;In progetto per l'opera;No;;2012;30/03/2016;;PALAZZO CLEMENTE;No;;VIALE S. PIETRO N. 43;99;Fondi dell?Intesa Interministeriale di Programma Bilancio - Mezzogiorno ? Universit? e Ricerca del 9/12/1989 a disposizione dell'Universit? degli Studi di Sassari.;;Art.4 c. 2 Lett. g);;2,27E+42;407.446.841.115.079;836.413.613.776.805;;;;;;;;;;;;;;;
Regione Sardegna;2016;H63G04000080002;;Regionale;comune di nuoro;53070918;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;99;ALTRO;20091051;ITG26;Regionale;Completamento Chiesa Parrocchiale San FRancesco (PIA NU 07);COSTRUZIONE;Mq;700;5;31;CULTO;1;CHIESE ED ALTRI LUOGHI DI CULTO;45400000-1;No;1.400.000,00;946.000,00;0;Si;2.000.000,00;0;N;;1.400,00;1.400,00;;Si;;;;;;Si;Si;;;;No;No;;;In progetto per l'opera;No;;2004;15/11/2013;;CHIESA S. FRANCESCO;No;;VIA LOC. UGOLIO;99;strumento di programmazione locale;;Art.4 c. 2 Lett. g);;5,30709E+14;403.394.507.345.179;929.955.269.915.351
Regione Sardegna;2016;E89D11000090006;;Regionale;Comune di Quartu Sant'Elena;288630924;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;20092051;ITG27;Regionale;PIA CA 13 5 EST SERPEDDI� � PARCO IS ARENAS INTERVENTI DI RIQUALIFICAZIONE AMBIENTALE E SPORTIVA E INFRASTRUTTURALE URBANA;REALIZZAZIONE DI UN PARCO PUBBLICO IN LOC. IS ARENAS CON ANNESSE STRUTTURE SPORTIVE E PARCHEGGI DI SCAMBIO;Mq;49.500,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;192;VERDE PUBBLICO;;No;88.838.623,00;330.636.164,00;0;No;;0;N;;888.386,00;888.386,00;;Si;;Si;;;;;Si;;;;No;Si;;;In progetto per l'opera;No;;2011;10/10/2011;;PARCO IS ARENAS INTERVENTI DI RIQUALIFICAZIONE AMBIENTALE E SPORTIVA E INFRASTRUTTURALE URBANA;No;;VIA S'ARRULLONI ANGOLO VIA BEETHOVEN;99;;;Art.4 c. 2 Lett. g);;2,89E+39;392.266.908.470.827;929.277.619.571.064
Regione Sardegna;2016;F78D06000030003;;Regionale;Provincia di Oristano;80004010957;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;20095038;ITG28;Regionale;Lavori di completamento Universit� di Oristano (ex Provveditorato agli studi);COSTRUZIONE;na;10;5;8;SOCIALI E SCOLASTICHE;85;EDILIZIA UNIVERSITARIA;45454000-4;No;2.680.000,00;2.680.000,00;0;No;;0;;;181.499,00;181.499,00;;;Si;;;;;No;No;No;Si;No;No;No;;;In progetto per l'opera;No;;2006;06/02/2006;;UNIVERSITA' DEGLI STUDI DI ORISTANO;No;;ORISTANO;99;INTERVENTO PREVISTO NEL PIANO TRIENNALE DELLE OO.PP.;INTERVENTO PREVISTO NEL PIANO TRIENNALE DELLE OO.PP.;Art.4 c. 2 Lett. g);;8,00E+45;399.093.391.230.891;861.451.307.957.642
Regione Sardegna;2016;D45G11000020006;;Regionale;Comune di Suelli;80016870927;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;20092083;ITG27;Regionale;Completamento di struttura turistico-ricettiva-ricreativa (teatro);LAVORI DI COMPLETAMENTO DI UN EDIFICIO DA DESTINARE A TEATRO ED OPERE COMPLEMENTARI;Mq;400;5;12;SPORT SPETTACOLO E TEMPO LIBERO;100;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;;No;1.300.000,00;1.300.000,00;0;Si;1.300.000,00;0;N;;1.300,00;1.300,00;;Si;;Si;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2011;22/03/2011;;COMPLETAMENTO DI STRUTTURE SPORTIVE-RICETTIVE-RICREATIVE (TEATRO);No;;VIA DELLO SPORT;99;;PIANO TRIENNALE OO.PP.;Art.4 c. 2 Lett. g);;8,00E+45;395.741.770.134.982;913.764.866.239.008
Regione Siciliana;2016;H54B86000000002;;Regionale;Comune di Milazzo;226540839;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;19083049;ITG13;Regionale;Comune di Milazzo- Realizzazione tribune lato Ovest campo di calcio localit� Fossazzo;"CAMPO DI CALCIO LOCALIT? ""FOSSAZZO""-REALIZZAZIONE TRIBUNE LATO OVEST";Mq;1;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;;No;5.165.469,00;3.302.426,00;3.302.426,00;;;100;N;;51646;51646;;Si;;;;;;;Si;;;;No;No;;;In progetto per l'opera;Si;No;1986;25/10/2013;;"CAMPO DI CALCIO LOCALIT? ""FOSSAZZO""";No;;"LOCALIT? ""FOSSAZZO""";99;Bilancio regionale;;Art.4 c. 2 Lett. a);;2,27E+39;382.046.144.299.206;152.431.062.431.713
Regione Siciliana;2016;E43J98000000001;;Regionale;comune di marianopoli;144230851;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;4;RISTRUTTURAZIONE;19085008;ITG15;Regionale;Ristrutturazione del Palazzo Municipale;RISTRUTTURAZIONE DEL PALAZZO COMUNALE DI MARIANOPOLI (CL);Mc;3.380,00;5;33;DIREZIONALI E AMMINISTRATIVE;3;OPERE E INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE;;No;702.381,00;702.381,00;702.381,00;Si;100.000,00;8754;N;;70238;70238;Si;;;;;;;Si;;;;;Si;Si;;;In progetto per l'opera;No;;1998;31/05/2007;04/02/2015;PALAZZO COMUNALE;No;;VIA PIETRO NERI 15;99;Programma Triennale delle Opere Pubbliche 2007/2009;;Art.4 c. 2 Lett. b);;1,44E+39;37.600.606.089.185;138.965.601.084.749
Regione Siciliana;2016;G19J05000120009;;Regionale;PROVINCIA REGIONALE DI ENNA;80000810863;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;99;ALTRO;19086012;ITG16;Regionale;Lavori di ammodernamento della S.P. n. 18 �Agira � Nicosia� da Agira al km 20 II lotto I stralcio.P.O.R. Sicilia 2000-2006: Misura 6.01 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Codice identificativo:1999.IT.16.1.PO.011/6.01/6.1.14/118 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CUI: 19 2010 00217 11""";AMMODERNAMENTO 2� LOTTO;Ml;1.000,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;;No;2.013.000,00;1.340.212,00;1.148.906,00;No;;8573;N;;2.013,00;2.013,00;;;Si;;;;Si;;Si;;;;Si;Si;;;In progetto per l'opera;No;;2005;10/09/2008;;STRADA PROVINCIALE N. 18;No;;STRADA PROVINCIALE 18;99;Programma Triennale OO.PP.2005/2007;"""AGIRA - NICOSIA"" DA AGIRA AL KM. 20 IN TERRITORIO DI NICOSIA""";Art.4 c. 2 Lett. b);;8,00E+45;377.595.632.026.685;143.672.301.523.853;;;;;;;;;;;;;;;
Regione Siciliana;2016;C68F06000040006;;Regionale;COMUNE POLLINA;623750825;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;19082059;ITG12;Regionale;Comune di POLLINA - Ampliamento e completamento della strada di accesso alla Torre Final strada adiacente e loro sistemazione con interventi di arredo urbano.-;Ampliamento e completamento della strada di accesso alla Torre Finale strada adiacente e loro sistemazione con interventi di arredo urbano.;Mc;1;5;11;OPERE PER IL RECUPERO VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;999;ALTRE OPERE PER LA FRUIZIONE DI BENI CULTURALI;;No;435.008,00;435.008,00;435.008,00;Si;100.000,00;8131;;;7.488.625,00;7.488.625,00;;;;;;;Si;;Si;;;;Si;Si;;;In progetto per l'opera;No;;2006;15/06/2006;;;No;;;99;P.O.R. Sicilia 2000/2006;P.O.R. Sicilia 2000/2006;Art.4 c. 2 Lett. b);;6,24E+39;379.924.039.066.341;141.262.000.714.665
Regione Siciliana;2016;E79J89000000001;;Regionale;COMUNE DI SUTERA;81000750851;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;99;ALTRO;19085020;ITG15;Regionale;Comune di SUTERA - Strada comunale DONNA SPUSA - PIANO SERPENTE.-;"STRADA ESTERNA COMUNALE ""DONNA SPUSA -. PIANO SERPENTE""";Ml;1;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;;No;161.741.462,00;106.644.306,00;10.611.016,00;Si;250.000,00;806;N;;107.557,00;107.557,00;Si;;;;;;;;Si;;;;Si;Si;;;In progetto per l'opera;No;;1989;03/12/2013;;"STRADA ESTERNA COMUNALE ""DONNA SPUSA -. PIANO SERPENTE""";No;;C/DA SCARCELLA;99;PROGRAMMAZIONE TRIENNALE DELLE OPERE PUBBLICHE;;Art.4 c. 2 Lett. b);;8,10E+45;375.209.041.255.311;137.456.424.047.029
Regione Siciliana;2016;G73J02000030005;;Regionale;PROVINCIA REGIONALE DI ENNA;80000810863;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;54;COMPLETAMENTO DI RISTRUTTURAZIONE;19086009;ITG16;Regionale;Lavori di ristrutturazione ed adeguamento dell�ex Scuola Media Nino ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Savarese di Enna per adibirla a Residenza Universitaria al servizio del C.E.U. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
