pubblicata_da;anno_rif;cup;cup_master;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;codice_natura_opera;natura_opera;tipologia_opera_incompiuta;codice_tipologia_cup;tipologia_cup;localizz_cod_istat;localizz_cod_nuts;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;settore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_necesari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria_statale;copertura_finanziaria_regionale;copertura_finanziaria_provinciale;copertura_finanziaria_comunale;altra_copertura_finanziaria_pubblica;copertura_finanziaria_privata;comunitaria;mancanza_fondi;cause_tecniche;soprav_nuove_norme_tec_disp_legge;fallim_liq_coatta_e_conc_prev;mancato_interesse_al_compl;opera_fruibile_dalla_collettivita;possibile_uso_ridim;destinazione_uso_alternativa;sentito_demanio;destinazione_uso_opera;opera_inserita_in_infrastruttura_rete;incomp_costituisce_discont_rete;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;struttura_unica;tipo_indirizzo;indirizzo;strumento_programmazione;descrizionestrumento_programmazione;altre_informazioni;livello_sviluppo;utilita_per_collettivita;id_trasm_elenco;lat;lon
Regione Siciliana;2016;F33J97000000002;null;Regionale;COMUNE DI CAMMARATA;80002910844;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;99;ALTRO;19084009;ITG14;Regionale;COMUNE DI CAMMARATA - PROGETTO ESECUTIVO DEI LAVORI DI ADEGUAMENTO DEGLI IMPIANTI ELETTRICI - PALESTRA COMUNALE.-;ADEGUAMENTO E MESSA IN SICUREZZA DEGLI IMPIANTI ELETTRICI;Ml;1,00;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;null;No;99.600,00;99.600,00;99.600,00;Si;99.600,00;50;N;null;99,60;99,60;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;No;1997;05/11/2013;null;PROGETTO ESECUTIVO DEI LAVORI DI ADEGUAMENTO DEGLI IMPIANTI ELETTRICI DEGLI IMMOBILI COMUNALI ALLE NORME DELLA LEGGE 46/90 PALESTRA DELL'I.C. DANTE ALGHIERI.;No;null;VIA LARGO DEI PINI;0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;37.6304698788331;13.6946955281445
Regione Siciliana;2016;G19J02000020002;null;Regionale;COMUNE DI ALIMENA;429940828;3;null;b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;null;19082002;null;Regionale;???Completamento rete fognante e dei collettori per acque bianche e nere (zona;COMPLETAMENTO DELLA RETE FOGNANTE E DEI COLLETTORI PER ACQUE BIANCHE E NERE RELATIVAMENTE ALLA ZONA R1, R2  E 2? DEL P.A.R.F;Ml;5.000,00;2;15;null;116;null;41120000-6;No;764.356,21;764.356,21;764.356,21;Si;764.356,21;50;N;null;764,36;764,36;null;Si;null;null;null;null;null;Si;Si;null;null;null;Si;No;null;null;In progetto per l'opera;Si;Si;2002;13/06/2013;null;COMPLETAMENTO RETE FOGNANTE E DEI COLLETTORI PER ACQUE BIANCHE E NERE (ZONA R1 - R2  E 2A);No;null;CENTRO ABITATO;0;null;null;Art.4 c. 2 Lett. e);null;4,30E+27;37.6762523638812;14.1219486400886
Regione Siciliana;2016;G19J02000010002;null;Regionale;COMUNE DI ALIMENA;429940828;3;null;b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;null;19082002;null;Regionale;???Opere di completamento impianto di depurazione strade di accesso e attrezzature connesse???;COMPLETAMENTO DELLA STRADA DI ACCESSO, SISTEMAZIONE DELLE AREE A VERDE INTERNE ALL?AREA DELL?IMPIANTO, LA REALIZZAZIONE DELL?IMPIANTO DI ILLUMINAZIONE E L?INSTALLAZIONE DI APPARECCHIATURA PER LA DISIDRATAZIONE DEI FANGHI;Mq;5.000,00;2;15;null;114;null;41120000-6;No;945.116,13;945.116,13;945.116,13;Si;945.116,13;50;N;null;945,12;945,12;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;No;null;null;In progetto per l'opera;Si;Si;2002;13/06/2013;null;OPERE DI COMPLETAMENTO IMPIANTO DI DEPURAZIONE E STRADA DI ACCESSO E ATTREZZATURE CONNESSE;No;null;VIA FONTANAZZA;0;null;null;Art.4 c. 2 Lett. e);null;4,30E+27;37.6762523638812;14.1219486400886
Regione Siciliana;2016;E98J10000040007;null;Regionale;COMUNE DI PETRALIA SOPRANA;3038600825;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;19082055;ITG12;Regionale;Comune di Petralia Soprana -LAVORI DI CONSOLIDAMENTO DELLE FRAZIONI ???MADONNUZZA-RAFFO-PELLIZZARA-CIPAMPINI-GULINI-FASANO?????? ??? 1??? e 2??? stralcio funzionale;CONSOLIDAMENTO. PROGETTO ESECUTIVO DI COMPLETAMENTO.;Mq;360.000,00;2;5;DIFESA DEL SUOLO;141;CONSOLIDAMENTO ABITATI;null;No;5.353.448,89;3.681.981,41;2.595.483,54;Si;1.570.000,00;49,42;null;null;1.450,00;0,00;null;null;null;null;null;Si;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2010;02/07/2010;null;CENTRI ABITATI;No;null;FRAZIONI DI MADONNUZZA, RAFFO, PELLIZZARA, CIPAMPINI, GULINI E FASAN?;0;null;null;Art.4 c. 2 Lett. e);null;3,04E+29;37.7839516738072;14.1265153883274
Regione Siciliana;2016;B31B85000000005;null;Regionale;COMUNE DI PAGLIARA;414810838;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;19083065;ITG13;Regionale;Comune di PAGLIARA - Costruzione strada di collegamento viario nella frazione Locadi.-;COSTRUZIONE STRADA DI COLLEGAMENTO VIARIO NELLA FRAZIONE LOCADI;Ml;1,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;462.008,86;335.132,54;335.129,45;Si;380.000,00;46,86;N;null;462,00;462,00;null;null;null;null;Si;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;Si;1985;13/03/2014;null;STRADA COMUNALE FRAZIONE LOCADI;No;null;VIA PANORAMICA;99;Programma triennale;null;Art.4 c. 2 Lett. e);null;4,15E+27;37.9992759054311;15.3313109602563
Regione Siciliana;2016;E84E09000090009;null;Regionale;COMUNE DI SANT'ANGELO DI BROLO - PROV. MESSINA;108980830;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;5;RESTAURO;19083088;null;Regionale;RESTAURO  EX  CONVENTO  E  CHIOSTRO  S.FRANCESCO.;COMPLETAMENTO  LAVORI E FRUIZIONE STRUTTURA;Mc;9.500,00;5;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;999;ALTRE OPERE PER LA FRUIZIONE DI BENI CULTURALI;null;No;1.239.000,00;786.364,07;786.364,07;Si;1.000.000,00;44,02;N;null;1.000,00;1.000,00;Si;Si;null;null;null;null;Si;Si;null;null;null;null;Si;No;null;null;In progetto per l'opera;Si;Si;2009;20/06/2013;null;RESTAURO CONVENTO E CHIOSTRO SAN FRANCESCO  -  COMPLETAMENTO;No;null;VIA SAN FRANCESCO;1;POR SICILIA 2007 - 2014;null;Art.4 c. 2 Lett. e);null;1,09E+27;38.1030189500956;14.8936934676408
Regione Siciliana;2016;J44E01000060004;null;Regionale;Comune di San michele di Ganzaria;82002180873;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;19087043;ITG17;Regionale;Comune di SAN MICHELE DI GANZARIA - Lavori di risistemazione dell'impianto stradale e ripavimentazione della via Roma e Piazza Garibaldi e relativi sottoservizi.-;Lavori di risistemazione dell'impianto stradale e ripavimentazione della via Roma e Piazza Garibaldi e relativi sottoservizi.-;Mq;1,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;774.685,00;444.588,00;444.588,00;Si;672.541,29;39,8;null;null;774,68;774,68;null;null;null;Si;null;null;null;null;null;null;Si;null;Si;Si;null;null;In progetto per l'opera;Si;No;2001;16/08/2005;null;null;No;null;null;99;Piano Triennale OOPP.1999-2001;Piano Triennale OOPP.1999-2001;Art.4 c. 2 Lett. e);null;8,20E+31;37.2778879544165;14.4243965976854
Regione Siciliana;2016;E91B10000070007;null;Regionale;COMUNE DI PETRALIA SOPRANA;3038600825;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;19082055;ITG12;Regionale;Comune di Petralia Soprana - LAVORI DI COMPLETAMENTO DELLE INFRASTRUTTURE NELL???AREA MISTA (ARTIGIANALE-INDUSTRIALE) DI MADONNUZZA.;COMPLETAMENTO INFRASTRUTTURE NELL' AREA ARTIGIANALE-INDUSTRIALE 2? STRALCIO.;Mq;450.000,00;1;1;STRADALI;999;ALTRE OPERE STRADALI;null;No;20.658.275,96;13.377.605,97;7.301.517,21;Si;5.880.000,00;37,91;null;null;1.000,00;0,00;null;null;null;null;null;Si;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2010;02/07/2010;null;STRADE COMUNALI;No;null;FRAZIONE MADONNUZZA;99;Regionale;null;Art.4 c. 2 Lett. e);null;3,04E+29;37.7839516738072;14.1265153883274
Regione Siciliana;2016;D49J99000000004;null;Regionale;Comune di Paceco;255210817;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;19081013;ITG11;Regionale;Ampliamento Biblioteca Comunale;Intervento di realizzazione dell'ampliamento della Biblioteca comunale di Paceco con annesso auditorium;Mq;544,00;5;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;97;MUSEI ARCHIVI E BIBLIOTECHE;null;No;1.582.940,40;1.224.581,94;612.300,00;No;null;50;null;null;717,88;717,88;null;null;null;Si;null;null;null;No;No;No;Si;No;No;No;Allo stato attuale non ??? possibile utilizzare l'opera. La stessa dovr??? essere demolita;null;Alternativa per l'opera;No;null;1999;03/11/2003;null;null;No;null;null;99;Completamento biblioteca.;Completamento biblioteca.;Art.4 c. 2 Lett. g);null;2,55E+27;37.9574169504743;12.5871289946806
Regione Siciliana;2016;C17B88000000001;null;Regionale;COMUNE DI VALDERICE;93008050812;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;19081022;ITG11;Regionale;Comune di VALDERICE - Lavori di raddoppio della condotta di mandata dalla centrale Milo al serbatoio Caposcale e relativo ampliamento.-;REALIZZAZIONE DI NUOVO SERBATOIO DA 2000MC E OPERE DI PROTEZIONE CATODICA DELLA CONDOTTA.;Mc;1,00;2;15;RISORSE IDRICHE;120;SERBATOI ED IMPIANTI DI SOLLEVAMENTO;null;No;1.300.000,00;1.382.906,62;984.221,30;Si;1.300.000,00;36,68;N;null;1.300,00;1.300,00;Si;null;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;No;1988;01/07/2015;null;LAVORI DI RADDOPPIO DELLA CONDOTTA DI MANDATA DALLA CENTRALE MILO AL SERBATOIO CAPOSCALE E RELATIVO AMPLIAMENTO.;No;null;VIA CAPOSCALE;0;null;TRATTASI DI LAVORI DI COMPLETAMENTO DI OPERA PUBBLICA RIMASTA INCOMPIUTA. SI STIMA PER IL COMPLETAMENTO L'IMPORTO DI ?. 1.300.000,00;Art.4 c. 2 Lett. e);null;9,30E+31;38.0329569210905;12.6382502185153
Regione Siciliana;2016;E84E00000020009;null;Regionale;COMUNE DI SANT'ANGELO DI BROLO - PROV. MESSINA;108980830;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;5;RESTAURO;19083088;null;Regionale;CONSOLIDAMENTO E RESTAURO DELLA CHIESA DI S.FILIPPO E GIACOMO.;LAVORI DI COMPLETAMENTO RIFINITURE;Mc;10.000,00;5;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;null;No;493.216,34;290.648,60;290.648,60;Si;1.000.000,00;22,52;N;null;1.000,00;1.000,00;Si;Si;null;null;null;null;Si;Si;null;null;null;null;Si;No;null;null;In progetto per l'opera;Si;Si;2000;20/06/2013;null;CONSOLIDAMENTO E RESTAURO DELLA CHIESA DI S.FILIPPO E GIACOMO  -  COMPLETAMENTO;No;null;VIA GARIBALDI;0;null;null;Art.4 c. 2 Lett. e);null;1,09E+27;38.1030189500956;14.8936934676408
Regione Siciliana;2016;E91C10000000007;null;Regionale;COMUNE DI PETRALIA SOPRANA;3038600825;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;6;MANUTENZIONE ORDINARIA;19082055;null;Regionale;Comune di Petralia Soprana - LAVORI DI ADEGUAMENTO E MANUTENZIONE STRAORDINARIA DEL CAMPO DI CALCIO E CAMPETTI POLIUSO NELLA FRAZIONE SS. TRINITA???-;COMPLETAMENTO E MANUTENZIONE;Mq;13.000,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;1.470.000,00;1.030.290,15;0,00;Si;1.470.000,00;0;null;null;670,00;0,00;null;null;null;null;null;Si;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2010;02/07/2010;null;CAMPO DI CALCIO;No;null;FRAZIONE SS.TRINIT?;99;Regionale;null;Art.4 c. 2 Lett. e);null;3,04E+29;37.7839516738072;14.1265153883274
Regione Siciliana;2016;D96G01000010003;null;Regionale;CITTA' METROPOLITANA DI CATANIA;397470873;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;3;RECUPERO;19087054;null;Regionale;Provincia Regionale di Catania - Progetto esecutivo di recupero di tre isolati del borgo della Cunziria nel Comune di Vizzini.-;PROGETTO ESECUTIVO DI RECUPERO;Mc;1,00;5;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;98;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DEL PATRIMONIO RURALE;null;No;1.533.223,00;1.533.223,00;609.404,00;Si;1.500.000,00;20,09;N;null;2.618,27;2.618,27;null;null;Si;null;null;null;null;null;null;null;Si;null;Si;Si;null;null;In progetto per l'opera;No;null;2001;10/12/2013;null;BORGO CUNZIRIA;No;null;TRE ISOLATI DEL BORGO DELLA CUNZIRIA;0;null;null;Art.4 c. 2 Lett. e);null;3,97E+27;37.1809827577562;14.7753384372953
Regione Siciliana;2016;F37H10002390001;null;Regionale;COMUNE DI GROTTE;254070840;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;19084018;ITG14;Regionale;Lavori di realizzazione di impiantro fotovoltaico integrato nella scuola comunale di via Acquanova;COSTRUZIONE DI STRUTTURE CON IMPIANTO FOTOVOLTAICO INTEGRATO NELLA SCUOLA COMUNALE DIVIA ACQUAOVA DEL COMUNE DI GROTTE;Kw;58,00;3;6;PRODUZIONE  DI ENERGIA;998;ALTRI IMPIANTI PRODUZIONE ENERGIE RINNOVABILI E ALTERNATIVE;31600000-2;No;530.058,35;372.031,30;84.893,97;Si;287.137,33;12,88;N;null;558,29;558,29;null;null;null;Si;null;null;Si;null;Si;null;null;null;Si;No;null;null;In progetto per l'opera;No;null;2010;03/12/2013;null;SCUOLA DI VIA ACQUANOVA;No;null;VIA ACQUANOVA;99;P.O. FERS 207/2013 - Asse 2 in sinergia con le azioni del PRSR e coerenti con il PEARS Sicilia;null;Art.4 c. 2 Lett. e);null;2,54E+27;37.4220566058414;13.686114757981
Regione Siciliana;2016;E84B12000080009;null;Regionale;COMUNE DI SANT'ANGELO DI BROLO - PROV. MESSINA;108980830;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;19083088;null;Regionale;COMPLETAMENTO CAMPO SPORTIVO ED OPERE CONNESSE 2??? LOTTO;COMPLETAMENTO CAMPO SPORTIVO MEDIANTE ADEGUAMENTO ALLE VIGENTI NORME SICUREZZA;Mq;15.000,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;194.069,00;133.966,72;133.966,72;Si;1.000.000,00;11,81;N;null;1.000,00;1.000,00;Si;Si;null;null;null;null;Si;Si;null;null;null;null;Si;No;null;null;In progetto per l'opera;Si;Si;2012;20/06/2013;null;COMPLETAMENTO  CAMPO  SPORTIVO;No;null;VIA SAN FRANCESCO;0;null;null;Art.4 c. 2 Lett. e);null;1,09E+27;38.1030189500956;14.8936934676408
Regione Siciliana;2016;B39J78000000002;null;Regionale;COMUNE DI PAGLIARA;414810838;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;54;COMPLETAMENTO DI RISTRUTTURAZIONE;19083065;ITG13;Regionale;Comune di PAGLIARA - Lavori di completamento delle fognature e risanamento tratti di strade comunali centro e frazioni.-;LAVORI DI COMPLETAMENTO DELLE FOGNATURE E RISANAMENTO TRATTI DI STRADE COMUNALI CENTRO E FRAZIONI;Ml;1,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;98.127,00;56.288,98;43.968,36;Si;500.000,00;7,9;N;null;98,13;98,13;null;Si;null;null;null;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;Si;1978;13/03/2014;null;STRADE  COMUNALI;Si;null;VIA S.S. PIETRO E PAOLO;null;null;null;Art.4 c. 2 Lett. e);null;4,15E+27;37.9992759054311;15.3313109602563
Regione Siciliana;2016;D77H97000030002;null;Regionale;Comune di Palermo;80016350821;3;null;b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;null;19082053;ITG12;Regionale;Lavori per la realizzazione delle fognature di Via Due Vanelle (a monte del Canale Boccadifalco) e di Via Palmerino (a monte della Circonvallazione) realizzazione della fognatura dinamica comunale a sistema misto nella Via Due Vanelle e nella Via Palmerino;REALIZZAZIONE DELLA FOGNATURA DINAMICA COMUNALE A SISTEMA MISTO NELLA VIA DUE VANELLE E NELLA VIA PALMERINO;Ml;2.000,00;2;15;null;116;null;null;No;3.640.346,26;2.685.342,56;363.780,01;Si;3.600.000,00;5,79;N;null;3.640,35;3.640,35;null;Si;null;null;null;null;null;null;Si;null;null;null;Si;No;null;null;In progetto per l'opera;Si;Si;1997;22/09/2015;null;LAVORI PER LA REALIZZAZIONE DELLE FOGNATURE DI VIA DUE VANELLE (A MONTE DEL CANALE BOCCADIFALCO) E DI VIA PALMERINO (A MONTE DELLA CIRCONVALLAZIONE);No;null;VIA DUE VANELLE - PALMERINO;99;PROGRAMMA TRIENNALE OO.PP.;PER LA STESSA OPERA ERA STATO PRECEDENTEMENTE RICHIESTO UN CUP PROVVISORIO (D96J06000050000) CHE SUCCESSIVAMENTE ? STATO CANCELLATO DALLA STRUTTURA DI SUPPORTO CUP (VEDI COMUNICATO DEL 08/09/2015);Art.4 c. 2 Lett. e);null;8,00E+31;38.1302413395215;13.3310385167979
Regione Siciliana;2016;E31B95000000002;null;Regionale;COMUNE DI ALI';399640838;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;19083002;ITG13;Regionale;Lavori di costruzione della strada di collegamento tra la strada comunale esterna Al???-Itala e quartiere Spirito Santo;COSTRUZIONE STRADA DI COLLEGAMENTO AL?- ITALA;Kw;650.849,87;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;582.744,14;278.098,69;27.248,82;Si;650.849,87;2,93;N;null;582,74;582,74;null;Si;null;null;null;null;null;No;Si;No;No;No;Si;Si;null;null;In progetto per l'opera;Si;Si;1995;22/03/2016;null;LAVORI DI COSTRUZIONE STRADA DI COLLEGAMENTO TRA LA STRADA COMUNALE DI AL? E ITALA E IL QUARTIERE SPIRITO SANTO;Si;null;VIA SPIRITO SANTO;0;null;null;Art.4 c. 2 Lett. e);null;4,00E+27;38.0437680093241;15.4036964379685
Regione Siciliana;2016;E91H11000100005;null;Regionale;COMUNE DI PETRALIA SOPRANA;3038600825;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;7;MANUTENZIONE STRAORDINARIA;19082055;ITG12;Regionale;Comune di Petralia Soprana - LAVORI DI COMPLETAMENTO E MANUTENZIONE DEL CAMPO DI CALCIO E IMPIANTI SPORTIVI NELLA FRAZIONE SS. TRINITA???;LAVORI DI ADEGUAMENTO E MANUTENZIONE STRAORDINARIA DEL CAMPO DI CALCIO E CAMPETTI POLIUSO NELLA FRAZIONE TRINIT? - COMPLETAMENTO.;Mq;6.000,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;670.000,00;472.504,54;0,00;Si;670.000,00;0;N;null;1.470,00;1.470,00;null;null;null;null;Si;null;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2011;20/11/2013;null;CAMPO DI CALCIO E CAMPETTI POLIUSO NELLA FRAZ. SS.TRINIT?;No;null;VIA TRINIT? - CAMPO SPORTIVO;0;null;null;Art.4 c. 2 Lett. e);null;3,04E+29;37.7839516738072;14.1265153883274
Regione Siciliana;2016;E91B10000060007;null;Regionale;COMUNE DI PETRALIA SOPRANA;3038600825;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;19082055;ITG12;Regionale;Comune di Petralia Soprana - LAVORI DI COMPLETAMENTO DELLE INFRASTRUTTURE NELL???AREA MISTA (ARTIGIANALE E INDUSTRIALE) NELLA FRAZIONE DI MADONNUZZA - 1??? stralcio;COMPLETAMENTO INFRASTRUTTURE AREA ARTIGIANALE-INDUSTRIALE MADONNUZZA1? STRALCIO;Mq;100.000,00;1;1;STRADALI;999;ALTRE OPERE STRADALI;null;No;1.000.000,00;712.107,46;0,00;Si;1.000.000,00;0;null;null;1.000,00;0,00;null;null;null;null;null;Si;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;Si;2010;02/07/2010;null;STRADE COMUNALI;No;null;FRAZIONE MADONNUZZA;99;Regione Sicilia;null;Art.4 c. 2 Lett. e);null;3,04E+29;37.7839516738072;14.1265153883274
Regione Siciliana;2016;E91B10000060007;null;Regionale;COMUNE DI PETRALIA SOPRANA;3038600825;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;19082055;ITG12;Regionale;Comune di Petralia Soprana - LAVORI DI COMPLETAMENTO DELLE INFRASTRUTTURE NELL???AREA MISTA (ARTIGIANALE E INDUSTRIALE) DI MADONNUZZA - 2??? STRALCIO;COMPLETAMENTO INFRASTRUTTURE AREA ARTIGIANALE-INDUSTRIALE MADONNUZZA1? STRALCIO;Mq;150.000,00;1;1;STRADALI;999;ALTRE OPERE STRADALI;null;No;1.000.000,00;712.107,46;0,00;Si;1.000.000,00;0;null;null;1.000,00;0,00;null;null;null;null;null;Si;null;Si;null;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;Si;2010;02/07/2010;null;STRADE COMUNALI;No;null;FRAZIONE MADONNUZZA;99;Regione Sicilia;null;Art.4 c. 2 Lett. e);null;3,04E+29;37.7839516738072;14.1265153883274
Regione Siciliana;2016;D66G06000310009;null;Regionale;PROVINCIA REGIONALE DI PALERMO;80021470820;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;19082059;ITG12;Regionale;"Provincia Regionale di Palermo - Lavori di completamento del collegamento tra la S.P. n. 25 di Pollina e la S.S. 286 in corrispondenza della localit??? ""Canne Masche"".-";"Lavori di completamento del collegamento tra la S.P. n. 25 di Pollina e la S.S. 286 in corrispondenza della localit??? ""Canne Masche"".-";Ml;1,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;8.344.000,00;6.571.522,00;5.060.399,00;No;null;77;null;null;7.950,00;7.950,00;null;null;Si;null;null;null;Si;null;null;Si;null;null;No;No;null;null;In progetto per l'opera;Si;No;2006;01/08/2006;null;null;No;null;null;99;Completamento;Completamento;Art.4 c. 2 Lett. g);null;8,00E+31;37.9924039066341;14.1262000714665
